Model,MDO3014
Firmware Version,1.22

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,1e-07,
Horizontal Delay,1.816e-05,
Sample Interval,4e-10,
Record Length,100000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,250
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,50
Vertical Position,0,0
,,
,,
,,
Label,,
TIME,CH2,CH3
-1.469200e-06,0,-2
-1.468800e-06,0,0
-1.468400e-06,0,0
-1.468000e-06,0,-2
-1.467600e-06,0,-2
-1.467200e-06,0,-2
-1.466800e-06,0,0
-1.466400e-06,0,0
-1.466000e-06,-0.2,-2
-1.465600e-06,0,-2
-1.465200e-06,-0.2,-2
-1.464800e-06,0,-2
-1.464400e-06,0,-2
-1.464000e-06,0,0
-1.463600e-06,0,0
-1.463200e-06,0,-2
-1.462800e-06,0,0
-1.462400e-06,0,0
-1.462000e-06,0,0
-1.461600e-06,0,-2
-1.461200e-06,0,-2
-1.460800e-06,0,-2
-1.460400e-06,0,0
-1.460000e-06,0,-2
-1.459600e-06,0,-2
-1.459200e-06,0.2,0
-1.458800e-06,0,0
-1.458400e-06,0,0
-1.458000e-06,0,0
-1.457600e-06,0,-2
-1.457200e-06,0,0
-1.456800e-06,0,0
-1.456400e-06,0,-2
-1.456000e-06,0,0
-1.455600e-06,0,-2
-1.455200e-06,0,0
-1.454800e-06,-0.2,-2
-1.454400e-06,0,0
-1.454000e-06,0,0
-1.453600e-06,0.2,0
-1.453200e-06,0,0
-1.452800e-06,0,0
-1.452400e-06,0,0
-1.452000e-06,0,-2
-1.451600e-06,0,0
-1.451200e-06,0,-2
-1.450800e-06,0,-2
-1.450400e-06,0,-2
-1.450000e-06,0,-2
-1.449600e-06,0,-2
-1.449200e-06,-0.2,-2
-1.448800e-06,0,-2
-1.448400e-06,0,-2
-1.448000e-06,0,0
-1.447600e-06,0,-2
-1.447200e-06,0,-2
-1.446800e-06,0,-2
-1.446400e-06,0,-2
-1.446000e-06,0,-2
-1.445600e-06,0,0
-1.445200e-06,0,-2
-1.444800e-06,0,-2
-1.444400e-06,0,-2
-1.444000e-06,0,-2
-1.443600e-06,0,-2
-1.443200e-06,0,0
-1.442800e-06,0,-2
-1.442400e-06,0,0
-1.442000e-06,0,0
-1.441600e-06,0,-2
-1.441200e-06,0,0
-1.440800e-06,0,0
-1.440400e-06,0,-2
-1.440000e-06,0,-2
-1.439600e-06,-0.2,-2
-1.439200e-06,0,-2
-1.438800e-06,0,0
-1.438400e-06,-0.2,-2
-1.438000e-06,0,-2
-1.437600e-06,0,-2
-1.437200e-06,0,0
-1.436800e-06,0,0
-1.436400e-06,0,0
-1.436000e-06,0,0
-1.435600e-06,0.2,0
-1.435200e-06,0,-2
-1.434800e-06,0,0
-1.434400e-06,0,0
-1.434000e-06,0,0
-1.433600e-06,0,-2
-1.433200e-06,0,-2
-1.432800e-06,0,-2
-1.432400e-06,0,0
-1.432000e-06,0,-2
-1.431600e-06,0,-2
-1.431200e-06,0,-2
-1.430800e-06,0,0
-1.430400e-06,0,-2
-1.430000e-06,0,-2
-1.429600e-06,0,0
-1.429200e-06,0,-2
-1.428800e-06,0,-2
-1.428400e-06,-0.2,-2
-1.428000e-06,-0.2,-2
-1.427600e-06,0,-2
-1.427200e-06,0,0
-1.426800e-06,-0.2,0
-1.426400e-06,0,-2
-1.426000e-06,0,0
-1.425600e-06,0,2
-1.425200e-06,0,-2
-1.424800e-06,-0.2,-2
-1.424400e-06,-0.2,-2
-1.424000e-06,0,-2
-1.423600e-06,0,-2
-1.423200e-06,0,0
-1.422800e-06,-0.2,0
-1.422400e-06,0,-2
-1.422000e-06,-0.2,0
-1.421600e-06,0,0
-1.421200e-06,0,-2
-1.420800e-06,0,0
-1.420400e-06,0,-2
-1.420000e-06,0,-2
-1.419600e-06,0,0
-1.419200e-06,0,0
-1.418800e-06,0,-2
-1.418400e-06,0,0
-1.418000e-06,0,0
-1.417600e-06,0,0
-1.417200e-06,0,-2
-1.416800e-06,0,-2
-1.416400e-06,0,0
-1.416000e-06,0,0
-1.415600e-06,0,-2
-1.415200e-06,0,0
-1.414800e-06,0,-2
-1.414400e-06,0,-2
-1.414000e-06,0,-2
-1.413600e-06,0,-2
-1.413200e-06,0,-2
-1.412800e-06,0,-2
-1.412400e-06,0,0
-1.412000e-06,0,-2
-1.411600e-06,0,0
-1.411200e-06,0,0
-1.410800e-06,0,0
-1.410400e-06,0,-2
-1.410000e-06,0,0
-1.409600e-06,-0.2,-2
-1.409200e-06,0,-2
-1.408800e-06,0,0
-1.408400e-06,0,0
-1.408000e-06,0,0
-1.407600e-06,0,-2
-1.407200e-06,0,-2
-1.406800e-06,0,0
-1.406400e-06,0,0
-1.406000e-06,0,-2
-1.405600e-06,0,-2
-1.405200e-06,0,0
-1.404800e-06,0,0
-1.404400e-06,0,0
-1.404000e-06,0,-2
-1.403600e-06,0,0
-1.403200e-06,0,0
-1.402800e-06,0,-2
-1.402400e-06,0,-2
-1.402000e-06,0,-2
-1.401600e-06,0,0
-1.401200e-06,0,-2
-1.400800e-06,0,0
-1.400400e-06,0,-2
-1.400000e-06,0,-2
-1.399600e-06,0,-2
-1.399200e-06,0,-2
-1.398800e-06,0,0
-1.398400e-06,0,0
-1.398000e-06,0,2
-1.397600e-06,0,-2
-1.397200e-06,0,-2
-1.396800e-06,0,-2
-1.396400e-06,0,0
-1.396000e-06,0,0
-1.395600e-06,0,-2
-1.395200e-06,0,-2
-1.394800e-06,0,-2
-1.394400e-06,0,-2
-1.394000e-06,0,0
-1.393600e-06,0,0
-1.393200e-06,0,-2
-1.392800e-06,0,0
-1.392400e-06,-0.2,-2
-1.392000e-06,-0.2,0
-1.391600e-06,0,0
-1.391200e-06,0,0
-1.390800e-06,0,0
-1.390400e-06,0,0
-1.390000e-06,0,0
-1.389600e-06,0,-2
-1.389200e-06,0,-2
-1.388800e-06,0,-2
-1.388400e-06,0.2,-2
-1.388000e-06,0,0
-1.387600e-06,0,0
-1.387200e-06,0,0
-1.386800e-06,0,0
-1.386400e-06,0,-2
-1.386000e-06,0,-2
-1.385600e-06,0,0
-1.385200e-06,0,-2
-1.384800e-06,0.2,0
-1.384400e-06,0,0
-1.384000e-06,0,0
-1.383600e-06,0,-2
-1.383200e-06,0,-2
-1.382800e-06,0,0
-1.382400e-06,0,0
-1.382000e-06,-0.2,-2
-1.381600e-06,-0.2,-2
-1.381200e-06,0,0
-1.380800e-06,0,-2
-1.380400e-06,0,-2
-1.380000e-06,0,-2
-1.379600e-06,0,0
-1.379200e-06,0,0
-1.378800e-06,0,0
-1.378400e-06,-0.2,-2
-1.378000e-06,0,-2
-1.377600e-06,-0.2,0
-1.377200e-06,-0.2,0
-1.376800e-06,0,0
-1.376400e-06,0,-2
-1.376000e-06,0,0
-1.375600e-06,0,-2
-1.375200e-06,0,-2
-1.374800e-06,0,-2
-1.374400e-06,0,-2
-1.374000e-06,0,-2
-1.373600e-06,0,0
-1.373200e-06,0,-2
-1.372800e-06,0,-2
-1.372400e-06,0,0
-1.372000e-06,0,-2
-1.371600e-06,0,-2
-1.371200e-06,0,-2
-1.370800e-06,0,0
-1.370400e-06,0,-2
-1.370000e-06,0,-2
-1.369600e-06,0,-2
-1.369200e-06,0,-2
-1.368800e-06,0,0
-1.368400e-06,0,0
-1.368000e-06,0,0
-1.367600e-06,0,-2
-1.367200e-06,0,0
-1.366800e-06,0,0
-1.366400e-06,0,0
-1.366000e-06,0,0
-1.365600e-06,0,-2
-1.365200e-06,0,0
-1.364800e-06,0,-2
-1.364400e-06,0,-2
-1.364000e-06,0,-2
-1.363600e-06,0,0
-1.363200e-06,0,0
-1.362800e-06,0,0
-1.362400e-06,0,0
-1.362000e-06,0,0
-1.361600e-06,0,0
-1.361200e-06,0,-2
-1.360800e-06,0,0
-1.360400e-06,0,-2
-1.360000e-06,0,-2
-1.359600e-06,0,-2
-1.359200e-06,0,0
-1.358800e-06,0,0
-1.358400e-06,0,-2
-1.358000e-06,0,-2
-1.357600e-06,0,0
-1.357200e-06,0,0
-1.356800e-06,0,-2
-1.356400e-06,0,0
-1.356000e-06,0,0
-1.355600e-06,0,-2
-1.355200e-06,0,0
-1.354800e-06,0,-2
-1.354400e-06,0,-2
-1.354000e-06,0,0
-1.353600e-06,0,0
-1.353200e-06,0,0
-1.352800e-06,0,0
-1.352400e-06,0,0
-1.352000e-06,0,-2
-1.351600e-06,0,-2
-1.351200e-06,0,0
-1.350800e-06,0,-2
-1.350400e-06,0,0
-1.350000e-06,0,-2
-1.349600e-06,0,0
-1.349200e-06,0,-2
-1.348800e-06,0,-2
-1.348400e-06,0,-2
-1.348000e-06,0,-2
-1.347600e-06,-0.2,0
-1.347200e-06,0,0
-1.346800e-06,0,-2
-1.346400e-06,0,0
-1.346000e-06,0,-2
-1.345600e-06,0,0
-1.345200e-06,0,0
-1.344800e-06,0,0
-1.344400e-06,0,-2
-1.344000e-06,0,-2
-1.343600e-06,0,-2
-1.343200e-06,0,-4
-1.342800e-06,0,-2
-1.342400e-06,0,0
-1.342000e-06,0,0
-1.341600e-06,0,-2
-1.341200e-06,0,-2
-1.340800e-06,0,-2
-1.340400e-06,0,-2
-1.340000e-06,0,-2
-1.339600e-06,-0.2,-2
-1.339200e-06,0,-2
-1.338800e-06,0,-2
-1.338400e-06,0,-2
-1.338000e-06,0,-2
-1.337600e-06,0,0
-1.337200e-06,0,0
-1.336800e-06,0,0
-1.336400e-06,0,-2
-1.336000e-06,0,-2
-1.335600e-06,0,0
-1.335200e-06,0,0
-1.334800e-06,0,-2
-1.334400e-06,0,0
-1.334000e-06,0,-2
-1.333600e-06,0,-2
-1.333200e-06,0,0
-1.332800e-06,0,0
-1.332400e-06,0,-2
-1.332000e-06,0,-2
-1.331600e-06,0,0
-1.331200e-06,0,-4
-1.330800e-06,0,0
-1.330400e-06,-0.2,-2
-1.330000e-06,0,0
-1.329600e-06,0.2,0
-1.329200e-06,0,0
-1.328800e-06,0,-2
-1.328400e-06,0,0
-1.328000e-06,0,0
-1.327600e-06,0,0
-1.327200e-06,0,0
-1.326800e-06,0,-2
-1.326400e-06,0,0
-1.326000e-06,0,-2
-1.325600e-06,0,0
-1.325200e-06,0,-2
-1.324800e-06,0,0
-1.324400e-06,0,0
-1.324000e-06,0,-2
-1.323600e-06,-0.2,-2
-1.323200e-06,0,-2
-1.322800e-06,0,-2
-1.322400e-06,0,-2
-1.322000e-06,0,-2
-1.321600e-06,0,0
-1.321200e-06,0,-2
-1.320800e-06,0,0
-1.320400e-06,0,0
-1.320000e-06,0,0
-1.319600e-06,0,0
-1.319200e-06,0,-2
-1.318800e-06,0,-2
-1.318400e-06,0,0
-1.318000e-06,0,2
-1.317600e-06,-0.2,0
-1.317200e-06,0,0
-1.316800e-06,0,0
-1.316400e-06,0,0
-1.316000e-06,0,0
-1.315600e-06,0,0
-1.315200e-06,0,0
-1.314800e-06,0,-2
-1.314400e-06,0,0
-1.314000e-06,0,0
-1.313600e-06,0,0
-1.313200e-06,0,-2
-1.312800e-06,0,-2
-1.312400e-06,0,-2
-1.312000e-06,-0.2,-2
-1.311600e-06,0,-2
-1.311200e-06,0,-2
-1.310800e-06,0.2,-2
-1.310400e-06,0,0
-1.310000e-06,0,-2
-1.309600e-06,0,-2
-1.309200e-06,0,0
-1.308800e-06,0,0
-1.308400e-06,0,-2
-1.308000e-06,0,0
-1.307600e-06,0,0
-1.307200e-06,0,-2
-1.306800e-06,0,-2
-1.306400e-06,0,-2
-1.306000e-06,0,0
-1.305600e-06,0,2
-1.305200e-06,0,0
-1.304800e-06,-0.2,-2
-1.304400e-06,0,0
-1.304000e-06,0,2
-1.303600e-06,0,0
-1.303200e-06,0,-2
-1.302800e-06,0,0
-1.302400e-06,0,-2
-1.302000e-06,0,0
-1.301600e-06,0,-2
-1.301200e-06,-0.2,0
-1.300800e-06,0,0
-1.300400e-06,-0.2,0
-1.300000e-06,0,-2
-1.299600e-06,0,-2
-1.299200e-06,-0.2,0
-1.298800e-06,0,-2
-1.298400e-06,0,0
-1.298000e-06,0,0
-1.297600e-06,0,0
-1.297200e-06,0,0
-1.296800e-06,0,0
-1.296400e-06,0,0
-1.296000e-06,0,0
-1.295600e-06,0,0
-1.295200e-06,0,0
-1.294800e-06,0,0
-1.294400e-06,0,0
-1.294000e-06,0,0
-1.293600e-06,0,0
-1.293200e-06,0,0
-1.292800e-06,0,-2
-1.292400e-06,0,-2
-1.292000e-06,0,0
-1.291600e-06,-0.2,0
-1.291200e-06,-0.2,-2
-1.290800e-06,0,-2
-1.290400e-06,0.2,0
-1.290000e-06,0,0
-1.289600e-06,0,0
-1.289200e-06,0,0
-1.288800e-06,0,0
-1.288400e-06,0,-2
-1.288000e-06,0,-2
-1.287600e-06,0,-2
-1.287200e-06,0,-2
-1.286800e-06,0,0
-1.286400e-06,0,-2
-1.286000e-06,0,-2
-1.285600e-06,0,-2
-1.285200e-06,0,-2
-1.284800e-06,0,0
-1.284400e-06,0,0
-1.284000e-06,0.2,0
-1.283600e-06,0,0
-1.283200e-06,0,0
-1.282800e-06,0,-2
-1.282400e-06,0,2
-1.282000e-06,0,0
-1.281600e-06,0,0
-1.281200e-06,0,0
-1.280800e-06,0,0
-1.280400e-06,0,0
-1.280000e-06,0,-2
-1.279600e-06,0,-2
-1.279200e-06,0.2,-2
-1.278800e-06,0,-2
-1.278400e-06,0,-2
-1.278000e-06,-0.2,0
-1.277600e-06,0,0
-1.277200e-06,0,0
-1.276800e-06,0,2
-1.276400e-06,0,-2
-1.276000e-06,0,-2
-1.275600e-06,0,-2
-1.275200e-06,0,0
-1.274800e-06,-0.2,-2
-1.274400e-06,0,0
-1.274000e-06,0,0
-1.273600e-06,0,0
-1.273200e-06,0,0
-1.272800e-06,0,-2
-1.272400e-06,0,0
-1.272000e-06,0,0
-1.271600e-06,0,-2
-1.271200e-06,0,0
-1.270800e-06,0,0
-1.270400e-06,0,-2
-1.270000e-06,0,0
-1.269600e-06,0,0
-1.269200e-06,0,0
-1.268800e-06,0,-2
-1.268400e-06,0,0
-1.268000e-06,0,0
-1.267600e-06,0,-2
-1.267200e-06,-0.2,0
-1.266800e-06,0,0
-1.266400e-06,0,-2
-1.266000e-06,0,-2
-1.265600e-06,0,-2
-1.265200e-06,0,-2
-1.264800e-06,0,-2
-1.264400e-06,0,2
-1.264000e-06,0,0
-1.263600e-06,0,0
-1.263200e-06,0,-2
-1.262800e-06,0,-2
-1.262400e-06,0,0
-1.262000e-06,0,-2
-1.261600e-06,0,-2
-1.261200e-06,0,-2
-1.260800e-06,0,-2
-1.260400e-06,0,0
-1.260000e-06,0,-2
-1.259600e-06,0,-2
-1.259200e-06,0,0
-1.258800e-06,0,-2
-1.258400e-06,0,-2
-1.258000e-06,0,0
-1.257600e-06,0,0
-1.257200e-06,0,-2
-1.256800e-06,0,0
-1.256400e-06,0,-2
-1.256000e-06,0,0
-1.255600e-06,0,0
-1.255200e-06,-0.2,-2
-1.254800e-06,0,0
-1.254400e-06,0,0
-1.254000e-06,0,0
-1.253600e-06,0,-2
-1.253200e-06,-0.2,-2
-1.252800e-06,0,0
-1.252400e-06,0,0
-1.252000e-06,0,-2
-1.251600e-06,0,0
-1.251200e-06,0,-2
-1.250800e-06,-0.2,0
-1.250400e-06,0,0
-1.250000e-06,-0.2,0
-1.249600e-06,0,0
-1.249200e-06,0,0
-1.248800e-06,0,0
-1.248400e-06,0,0
-1.248000e-06,0,0
-1.247600e-06,0.2,-2
-1.247200e-06,0,0
-1.246800e-06,0,-2
-1.246400e-06,0,-2
-1.246000e-06,0,-2
-1.245600e-06,0,-2
-1.245200e-06,-0.2,-2
-1.244800e-06,0,0
-1.244400e-06,0,0
-1.244000e-06,0,-2
-1.243600e-06,0,-2
-1.243200e-06,0,-2
-1.242800e-06,0,0
-1.242400e-06,0,0
-1.242000e-06,0,-2
-1.241600e-06,0,-2
-1.241200e-06,0,-2
-1.240800e-06,0,0
-1.240400e-06,0,0
-1.240000e-06,0,-2
-1.239600e-06,0,-2
-1.239200e-06,0,0
-1.238800e-06,0,-2
-1.238400e-06,0,0
-1.238000e-06,0,0
-1.237600e-06,0,0
-1.237200e-06,0,0
-1.236800e-06,0,0
-1.236400e-06,0,-2
-1.236000e-06,0,0
-1.235600e-06,0,-2
-1.235200e-06,0,-2
-1.234800e-06,0,0
-1.234400e-06,0,0
-1.234000e-06,0,0
-1.233600e-06,0,-2
-1.233200e-06,0,-2
-1.232800e-06,0,0
-1.232400e-06,0,-2
-1.232000e-06,-0.2,-2
-1.231600e-06,0,-2
-1.231200e-06,0,-2
-1.230800e-06,0,-2
-1.230400e-06,0,-2
-1.230000e-06,0,-2
-1.229600e-06,0,0
-1.229200e-06,0,0
-1.228800e-06,0.2,-2
-1.228400e-06,0,0
-1.228000e-06,0,0
-1.227600e-06,0,-2
-1.227200e-06,0,-2
-1.226800e-06,0.2,0
-1.226400e-06,0,0
-1.226000e-06,0,0
-1.225600e-06,0,0
-1.225200e-06,0,-2
-1.224800e-06,0,-2
-1.224400e-06,0,-2
-1.224000e-06,0,-2
-1.223600e-06,0,0
-1.223200e-06,0,-2
-1.222800e-06,0,0
-1.222400e-06,0,0
-1.222000e-06,0.2,-2
-1.221600e-06,-0.2,-2
-1.221200e-06,0,-4
-1.220800e-06,0,0
-1.220400e-06,0,-2
-1.220000e-06,0,0
-1.219600e-06,0,-2
-1.219200e-06,0,0
-1.218800e-06,0,-2
-1.218400e-06,0,-2
-1.218000e-06,0.2,0
-1.217600e-06,0,0
-1.217200e-06,0,-2
-1.216800e-06,0,-4
-1.216400e-06,0,0
-1.216000e-06,0,-2
-1.215600e-06,0,-2
-1.215200e-06,0,-2
-1.214800e-06,0,-2
-1.214400e-06,0,0
-1.214000e-06,0,0
-1.213600e-06,0,0
-1.213200e-06,-0.2,0
-1.212800e-06,0,-2
-1.212400e-06,0,-2
-1.212000e-06,0.2,-2
-1.211600e-06,0,-2
-1.211200e-06,0,0
-1.210800e-06,0,0
-1.210400e-06,-0.2,0
-1.210000e-06,0,-2
-1.209600e-06,0,-2
-1.209200e-06,0,-2
-1.208800e-06,0,2
-1.208400e-06,0,-2
-1.208000e-06,0,-2
-1.207600e-06,0,-2
-1.207200e-06,0,0
-1.206800e-06,0,0
-1.206400e-06,-0.2,0
-1.206000e-06,0,0
-1.205600e-06,0,0
-1.205200e-06,0,-2
-1.204800e-06,0,0
-1.204400e-06,0,-2
-1.204000e-06,0,-2
-1.203600e-06,0,-2
-1.203200e-06,0,0
-1.202800e-06,0,0
-1.202400e-06,0,0
-1.202000e-06,0,0
-1.201600e-06,0.2,0
-1.201200e-06,0,-2
-1.200800e-06,0,-2
-1.200400e-06,0,-2
-1.200000e-06,0,-2
-1.199600e-06,0,-2
-1.199200e-06,0,0
-1.198800e-06,0,-2
-1.198400e-06,0,0
-1.198000e-06,0,-2
-1.197600e-06,0,-2
-1.197200e-06,0,-2
-1.196800e-06,0,0
-1.196400e-06,0,0
-1.196000e-06,0,0
-1.195600e-06,0,0
-1.195200e-06,0,-2
-1.194800e-06,0,0
-1.194400e-06,0,-2
-1.194000e-06,0,-2
-1.193600e-06,0,0
-1.193200e-06,0,0
-1.192800e-06,0,0
-1.192400e-06,0,0
-1.192000e-06,0,0
-1.191600e-06,0,-2
-1.191200e-06,0,-2
-1.190800e-06,0,-2
-1.190400e-06,0,-2
-1.190000e-06,0,0
-1.189600e-06,0,-2
-1.189200e-06,0,-2
-1.188800e-06,0,-2
-1.188400e-06,0,0
-1.188000e-06,0,-2
-1.187600e-06,0,0
-1.187200e-06,0,-2
-1.186800e-06,0,-2
-1.186400e-06,0,0
-1.186000e-06,0,-2
-1.185600e-06,0,0
-1.185200e-06,0,0
-1.184800e-06,0,0
-1.184400e-06,0,-2
-1.184000e-06,-0.2,0
-1.183600e-06,0,0
-1.183200e-06,0,0
-1.182800e-06,0,-2
-1.182400e-06,0,-2
-1.182000e-06,0,-2
-1.181600e-06,0,-2
-1.181200e-06,0,0
-1.180800e-06,0,0
-1.180400e-06,0,-2
-1.180000e-06,0,0
-1.179600e-06,0,0
-1.179200e-06,0,0
-1.178800e-06,0,0
-1.178400e-06,0,0
-1.178000e-06,0,-2
-1.177600e-06,0,-2
-1.177200e-06,0,0
-1.176800e-06,0,0
-1.176400e-06,0,-2
-1.176000e-06,-0.2,-2
-1.175600e-06,0,-2
-1.175200e-06,0,-2
-1.174800e-06,0,-2
-1.174400e-06,0,-2
-1.174000e-06,0,-2
-1.173600e-06,-0.2,-2
-1.173200e-06,0,-2
-1.172800e-06,0,-2
-1.172400e-06,0,-2
-1.172000e-06,-0.2,-2
-1.171600e-06,0,0
-1.171200e-06,0,0
-1.170800e-06,0,0
-1.170400e-06,0,0
-1.170000e-06,0,0
-1.169600e-06,0,0
-1.169200e-06,0,-2
-1.168800e-06,0,-2
-1.168400e-06,0,0
-1.168000e-06,0,0
-1.167600e-06,0,-2
-1.167200e-06,0,-2
-1.166800e-06,0,-2
-1.166400e-06,0,0
-1.166000e-06,0.2,0
-1.165600e-06,0,-2
-1.165200e-06,0,-2
-1.164800e-06,0,-2
-1.164400e-06,-0.2,0
-1.164000e-06,0,-2
-1.163600e-06,0,-2
-1.163200e-06,0,0
-1.162800e-06,0,0
-1.162400e-06,0,0
-1.162000e-06,0,0
-1.161600e-06,0,0
-1.161200e-06,0,-2
-1.160800e-06,0,-2
-1.160400e-06,0,-2
-1.160000e-06,0,0
-1.159600e-06,0,0
-1.159200e-06,0,-2
-1.158800e-06,0,-2
-1.158400e-06,0,-2
-1.158000e-06,0,0
-1.157600e-06,0,0
-1.157200e-06,0,0
-1.156800e-06,0,0
-1.156400e-06,0,0
-1.156000e-06,0,-2
-1.155600e-06,0,-2
-1.155200e-06,0,0
-1.154800e-06,0,0
-1.154400e-06,0,-2
-1.154000e-06,0,-2
-1.153600e-06,0,0
-1.153200e-06,0,0
-1.152800e-06,0,-2
-1.152400e-06,0,-2
-1.152000e-06,0,0
-1.151600e-06,0,-2
-1.151200e-06,0,-2
-1.150800e-06,-0.2,-2
-1.150400e-06,0,-2
-1.150000e-06,0,0
-1.149600e-06,0,0
-1.149200e-06,0,0
-1.148800e-06,0,0
-1.148400e-06,0,0
-1.148000e-06,0,0
-1.147600e-06,0,-2
-1.147200e-06,0,0
-1.146800e-06,0,0
-1.146400e-06,0,-2
-1.146000e-06,0,0
-1.145600e-06,0,0
-1.145200e-06,0,0
-1.144800e-06,0,-2
-1.144400e-06,0,0
-1.144000e-06,0,-2
-1.143600e-06,0,0
-1.143200e-06,0,0
-1.142800e-06,0,-2
-1.142400e-06,0,0
-1.142000e-06,0,0
-1.141600e-06,-0.2,-2
-1.141200e-06,0,0
-1.140800e-06,0,0
-1.140400e-06,0,0
-1.140000e-06,0,0
-1.139600e-06,0,0
-1.139200e-06,0,0
-1.138800e-06,0,-2
-1.138400e-06,0,0
-1.138000e-06,0,-2
-1.137600e-06,0,-2
-1.137200e-06,0,-2
-1.136800e-06,0,0
-1.136400e-06,0,0
-1.136000e-06,0,0
-1.135600e-06,0,0
-1.135200e-06,0,0
-1.134800e-06,0,0
-1.134400e-06,0,0
-1.134000e-06,0,0
-1.133600e-06,0,0
-1.133200e-06,0,-2
-1.132800e-06,0,0
-1.132400e-06,-0.2,0
-1.132000e-06,0,-2
-1.131600e-06,0,0
-1.131200e-06,0.2,-2
-1.130800e-06,0,0
-1.130400e-06,0,-2
-1.130000e-06,0,-2
-1.129600e-06,0,-2
-1.129200e-06,0,-2
-1.128800e-06,0,0
-1.128400e-06,0,0
-1.128000e-06,-0.2,0
-1.127600e-06,0,0
-1.127200e-06,0,0
-1.126800e-06,0,-2
-1.126400e-06,0,0
-1.126000e-06,0,0
-1.125600e-06,0,-2
-1.125200e-06,0,-2
-1.124800e-06,0,-2
-1.124400e-06,0,0
-1.124000e-06,0,-2
-1.123600e-06,0,-2
-1.123200e-06,-0.2,0
-1.122800e-06,-0.2,0
-1.122400e-06,0,-2
-1.122000e-06,0,0
-1.121600e-06,0,-2
-1.121200e-06,0,0
-1.120800e-06,0,0
-1.120400e-06,0,-2
-1.120000e-06,0,-2
-1.119600e-06,0,-2
-1.119200e-06,0,-2
-1.118800e-06,0,-2
-1.118400e-06,0,0
-1.118000e-06,0,0
-1.117600e-06,0,-2
-1.117200e-06,0,-2
-1.116800e-06,0,0
-1.116400e-06,0,-2
-1.116000e-06,0,0
-1.115600e-06,0,0
-1.115200e-06,0,0
-1.114800e-06,0,0
-1.114400e-06,0,0
-1.114000e-06,0,0
-1.113600e-06,0,0
-1.113200e-06,0,-2
-1.112800e-06,0,0
-1.112400e-06,-0.2,-2
-1.112000e-06,0,0
-1.111600e-06,0,0
-1.111200e-06,0,0
-1.110800e-06,0,-2
-1.110400e-06,0,0
-1.110000e-06,0,0
-1.109600e-06,0,-2
-1.109200e-06,0,0
-1.108800e-06,0,0
-1.108400e-06,0,-2
-1.108000e-06,0,-2
-1.107600e-06,0,-2
-1.107200e-06,0,-2
-1.106800e-06,0,-2
-1.106400e-06,0,-2
-1.106000e-06,0,0
-1.105600e-06,0,0
-1.105200e-06,0,-2
-1.104800e-06,0,0
-1.104400e-06,0,-2
-1.104000e-06,0,0
-1.103600e-06,0,0
-1.103200e-06,0,0
-1.102800e-06,0,-2
-1.102400e-06,0,0
-1.102000e-06,-0.2,0
-1.101600e-06,0,-2
-1.101200e-06,0,0
-1.100800e-06,0,0
-1.100400e-06,0,0
-1.100000e-06,-0.2,0
-1.099600e-06,0,-2
-1.099200e-06,0,-2
-1.098800e-06,0,-2
-1.098400e-06,0,-2
-1.098000e-06,0,0
-1.097600e-06,0,-2
-1.097200e-06,0,-2
-1.096800e-06,0,0
-1.096400e-06,0,0
-1.096000e-06,0,0
-1.095600e-06,0,0
-1.095200e-06,0,-2
-1.094800e-06,0.2,0
-1.094400e-06,-0.2,0
-1.094000e-06,0,-2
-1.093600e-06,0,0
-1.093200e-06,0,0
-1.092800e-06,0,0
-1.092400e-06,0,-2
-1.092000e-06,0,0
-1.091600e-06,0,-2
-1.091200e-06,0,-2
-1.090800e-06,0,-2
-1.090400e-06,0,-2
-1.090000e-06,0,-2
-1.089600e-06,0,0
-1.089200e-06,0,-2
-1.088800e-06,0,0
-1.088400e-06,0,-2
-1.088000e-06,0,0
-1.087600e-06,0,-2
-1.087200e-06,0,-2
-1.086800e-06,0,-2
-1.086400e-06,0,-2
-1.086000e-06,0,0
-1.085600e-06,0,0
-1.085200e-06,-0.2,-2
-1.084800e-06,0,0
-1.084400e-06,0,-2
-1.084000e-06,0,-2
-1.083600e-06,0,0
-1.083200e-06,0,0
-1.082800e-06,0,0
-1.082400e-06,0,0
-1.082000e-06,0,0
-1.081600e-06,0,-2
-1.081200e-06,0,-2
-1.080800e-06,0,-2
-1.080400e-06,0,0
-1.080000e-06,0,0
-1.079600e-06,0,-2
-1.079200e-06,0,-2
-1.078800e-06,0,0
-1.078400e-06,0,-2
-1.078000e-06,0,0
-1.077600e-06,-0.2,-2
-1.077200e-06,0,-2
-1.076800e-06,0,-2
-1.076400e-06,0,-2
-1.076000e-06,0.2,-2
-1.075600e-06,0,-2
-1.075200e-06,0,-2
-1.074800e-06,0,0
-1.074400e-06,0,-2
-1.074000e-06,0,0
-1.073600e-06,0,-2
-1.073200e-06,0,0
-1.072800e-06,0,0
-1.072400e-06,0,0
-1.072000e-06,0,-2
-1.071600e-06,0,-2
-1.071200e-06,0,0
-1.070800e-06,0,0
-1.070400e-06,0,0
-1.070000e-06,0,0
-1.069600e-06,0,0
-1.069200e-06,0,0
-1.068800e-06,0,0
-1.068400e-06,0,-2
-1.068000e-06,0,0
-1.067600e-06,0,0
